"","past_pts","window","seasonality","age_int","pts_int","pts_target","sex","reg_type","Variable","Estimate","Std_Error","z_stat","p_value","AME","MER","N"
"1","high","4 yr.","mnwk","no","no","all","Male","LPM","(Intercept)",-0.000694793592561608,5.23388714709141e-05,-13.2749058784678,3.23680290665854e-40,NA,NA,921131812
"1.1","high","4 yr.","mnwk","no","no","all","Male","LPM","policyTRUE",-0.000380770048857007,2.11417296835148e-06,-180.103546188991,0,NA,NA,921131812
"1.2","high","4 yr.","mnwk","no","no","all","Male","LPM","age_grp16-19",0.00119248794741491,5.32441208945615e-05,22.3966125720505,4.24695267442711e-111,NA,NA,921131812
"1.3","high","4 yr.","mnwk","no","no","all","Male","LPM","age_grp20-24",0.00103341961008456,5.22620237925931e-05,19.7738153842987,5.00464278991325e-87,NA,NA,921131812
"1.4","high","4 yr.","mnwk","no","no","all","Male","LPM","age_grp25-34",0.00104579718127462,5.21932200781165e-05,20.0370312410193,2.61943289792011e-89,NA,NA,921131812
"1.5","high","4 yr.","mnwk","no","no","all","Male","LPM","age_grp35-44",0.000977009635494214,5.21976884790055e-05,18.7174885318376,3.56583548412594e-78,NA,NA,921131812
"1.6","high","4 yr.","mnwk","no","no","all","Male","LPM","age_grp45-54",0.000927611602909817,5.22035282753063e-05,17.7691361782648,1.22566879200093e-70,NA,NA,921131812
"1.7","high","4 yr.","mnwk","no","no","all","Male","LPM","age_grp55-64",0.000843798044105385,5.22310660985515e-05,16.1550990078065,1.04552524664819e-58,NA,NA,921131812
"1.8","high","4 yr.","mnwk","no","no","all","Male","LPM","age_grp65-199",0.000706468374204187,5.22728835090442e-05,13.5150067641085,1.2754514720621e-41,NA,NA,921131812
"1.9","high","4 yr.","mnwk","no","no","all","Male","LPM","curr_pts_grp1-3",0.000416242765744078,2.24297675693261e-06,185.57604953219,0,NA,NA,921131812
"1.10","high","4 yr.","mnwk","no","no","all","Male","LPM","curr_pts_grp4-6",0.000889502282481328,3.17316389315425e-06,280.320308824996,0,NA,NA,921131812
"1.11","high","4 yr.","mnwk","no","no","all","Male","LPM","curr_pts_grp7-9",0.00131299544629361,4.75594366008988e-06,276.074642622826,0,NA,NA,921131812
