"","past_pts","window","seasonality","age_int","pts_int","pts_target","sex","reg_type","Variable","Estimate","Std_Error","z_stat","p_value","AME","MER","N"
"3.18","all","4 yr.","mnwk","no","with","all","Female","LPM","month02",4.66090151090431e-05,9.45355189972322e-07,49.3031778991002,0,NA,NA,5454392801
"3.19","all","4 yr.","mnwk","no","with","all","Female","LPM","month03",6.22630937035711e-05,9.38340963107048e-07,66.3544448676787,0,NA,NA,5454392801
"3.20","all","4 yr.","mnwk","no","with","all","Female","LPM","month04",5.98181744090527e-05,9.42150267145235e-07,63.491118662318,0,NA,NA,5454392801
"3.21","all","4 yr.","mnwk","no","with","all","Female","LPM","month05",6.54968895037073e-05,9.41030872082748e-07,69.6012122947099,0,NA,NA,5454392801
"3.22","all","4 yr.","mnwk","no","with","all","Female","LPM","month06",5.1601325532006e-05,9.32708501511483e-07,55.3241719662515,0,NA,NA,5454392801
"3.23","all","4 yr.","mnwk","no","with","all","Female","LPM","month07",3.1840374703377e-05,9.02013054248995e-07,35.2992393551188,6.03272267480631e-273,NA,NA,5454392801
"3.24","all","4 yr.","mnwk","no","with","all","Female","LPM","month08",1.49004123726959e-05,8.80261821033734e-07,16.9272505255284,2.83309103976382e-64,NA,NA,5454392801
"3.25","all","4 yr.","mnwk","no","with","all","Female","LPM","month09",8.13180405176254e-05,9.68123979146699e-07,83.9954822617852,0,NA,NA,5454392801
"3.26","all","4 yr.","mnwk","no","with","all","Female","LPM","month10",7.32757971480595e-05,9.51869542403819e-07,76.9809242588132,0,NA,NA,5454392801
"3.27","all","4 yr.","mnwk","no","with","all","Female","LPM","month11",6.91991407659763e-05,9.54466341724199e-07,72.500346781188,0,NA,NA,5454392801
"3.28","all","4 yr.","mnwk","no","with","all","Female","LPM","month12",-7.36806759847404e-05,7.66303511565948e-07,-96.1507742985195,0,NA,NA,5454392801
"3.29","all","4 yr.","mnwk","no","with","all","Female","LPM","weekdayMonday",0.000105343352301383,6.6300065874231e-07,158.888759629917,0,NA,NA,5454392801
"3.30","all","4 yr.","mnwk","no","with","all","Female","LPM","weekdayTuesday",0.00013958666479205,6.95159170104743e-07,200.798134866031,0,NA,NA,5454392801
"3.31","all","4 yr.","mnwk","no","with","all","Female","LPM","weekdayWednesday",0.00015232163217335,7.06673958435071e-07,215.547255357571,0,NA,NA,5454392801
"3.32","all","4 yr.","mnwk","no","with","all","Female","LPM","weekdayThursday",0.000136099670402047,6.933294919866e-07,196.298689115446,0,NA,NA,5454392801
"3.33","all","4 yr.","mnwk","no","with","all","Female","LPM","weekdayFriday",9.88635882480111e-05,6.58057650615195e-07,150.23545149211,0,NA,NA,5454392801
"3.34","all","4 yr.","mnwk","no","with","all","Female","LPM","weekdaySaturday",1.69773844056776e-05,5.71085038424498e-07,29.7282948481973,3.30940252098094e-194,NA,NA,5454392801
