"","past_pts","window","seasonality","age_int","pts_int","pts_target","sex","reg_type","Variable","Estimate","Std_Error","z_stat","p_value","AME","MER","N"
"3.44","all","4 yr.","mnwk","no","with","all","Female","LPM","policyTRUE:curr_pts_reg10-150",-0.000230773225835348,2.95549647158764e-05,-7.80827275734762,5.79770264021867e-15,NA,NA,3642166888
"4","all","4 yr.","mnwk","with","with","all","Female","LPM","(Intercept)",-6.99310304207077e-05,1.87621418641419e-06,-37.2724132069162,4.5944288814792e-304,NA,NA,3642166888
"4.1","all","4 yr.","mnwk","with","with","all","Female","LPM","policyTRUE",0.000296597497291806,3.11638912055623e-06,95.1734478006609,0,NA,NA,3642166888
"4.2","all","4 yr.","mnwk","with","with","all","Female","LPM","age_grp20-24",0.000235608406586276,2.45874792748689e-06,95.8245471007243,0,NA,NA,3642166888
"4.3","all","4 yr.","mnwk","with","with","all","Female","LPM","age_grp25-34",0.000186630328974817,1.92044959638774e-06,97.1805400807491,0,NA,NA,3642166888
"4.4","all","4 yr.","mnwk","with","with","all","Female","LPM","age_grp35-44",0.000161248918110346,1.85480262945073e-06,86.9358904015016,0,NA,NA,3642166888
"4.5","all","4 yr.","mnwk","with","with","all","Female","LPM","age_grp45-54",9.80003766368568e-05,1.76714795843133e-06,55.4568032457511,0,NA,NA,3642166888
"4.6","all","4 yr.","mnwk","with","with","all","Female","LPM","age_grp55-64",3.27080640841628e-05,1.76220643466607e-06,18.5608583879453,6.66320123207675e-77,NA,NA,3642166888
"4.7","all","4 yr.","mnwk","with","with","all","Female","LPM","age_grp65-199",-2.94670657016867e-05,1.73187644172748e-06,-17.0145311707656,6.40844905478152e-65,NA,NA,3642166888
"4.8","all","4 yr.","mnwk","with","with","all","Female","LPM","curr_pts_reg1",0.000320139074977009,5.68191750100222e-06,56.3434923017697,0,NA,NA,3642166888
"4.9","all","4 yr.","mnwk","with","with","all","Female","LPM","curr_pts_reg2",0.000378162620862143,2.68661355812149e-06,140.758100367274,0,NA,NA,3642166888
